name,arch,n_keys,n_experts,expert_dim,n_heads,top_k,lambda_aux,router_split,unif_mode,activation,seed,task,n_params,grok_step,final_train_acc,final_test_acc,final_train_loss,final_test_loss,wall_time_s,subdir,tt_rank,tucker_rank,dead_frac_1,dead_frac_2,route_entropy_1,route_entropy_2
moe_tucker_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk0_s0,moe_tucker,64,4096,8,4,4,0.001,natural,token,relu,0,single,1121376,600,1.0,1.0,3.0328051245904003e-07,3.5893466938418296e-07,994.766147851944,runs,16,32,0.0,0.0,0.863840268384375,0.8485894204259656
moe_tucker_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_tucker,64,4096,8,4,4,0.001,natural,token,relu,0,single,1121376,600,1.0,1.0,6.303315634857016e-07,6.999911086964906e-07,1123.7553188800812,runs,16,32,0.0,0.015625,1.358059178028664,1.3480537272403343
moe_tucker_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_tucker,64,4096,8,4,4,0.001,natural,token,relu,1,single,1121376,500,1.0,1.0,2.567170847004906e-07,2.790728697703514e-07,1138.0935628414154,runs,16,32,0.0,0.0,1.3428280738836094,1.3436568118045433
moe_tucker_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_tucker,64,4096,8,4,4,0.001,natural,token,relu,2,single,1121376,500,1.0,1.0,2.550599356722114e-07,2.8360037285522407e-07,1136.1988604068756,runs,16,32,0.0,0.0,1.3427239437896443,1.3425947405997136
moe_tucker_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_tucker,8,64,8,4,4,0.001,natural,token,relu,0,single,83744,700,0.9992168379833578,0.9968676585747847,0.025901954639675685,0.02951546282906409,416.6144769191742,runs,16,32,0.0,0.0,1.3736346931593448,1.2980633294146384
moe_tucker_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_tucker,8,64,8,4,4,0.001,natural,token,relu,1,single,83744,1400,1.0,1.0,0.0005052013135808271,0.0007730780771773778,416.45196437835693,runs,16,32,0.0,0.0,1.3543857953889937,1.3469932313644668
moe_tucker_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_tucker,8,64,8,4,4,0.001,natural,token,relu,2,single,83744,600,0.9984336759667156,0.9976507439310884,0.023388069888510308,0.027915118164444867,412.64727091789246,runs,16,32,0.0,0.0,1.366374553991042,1.364394549065389
moe_vd_n16_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_vd,16,256,8,4,4,0.001,natural,token,relu,0,single,59792,8600,1.0,0.9890368050117463,0.052314762035188755,0.16842151901735022,298.1332137584686,runs,16,32,0.0,0.0,1.3224310480593253,1.3218073200083478
moe_vd_n16_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_vd,16,256,8,4,4,0.001,natural,token,relu,1,single,59792,19100,1.0,0.9980422866092404,0.03551711065186861,0.10803565590663543,298.92301774024963,runs,16,32,0.0,0.0,1.314644490629703,1.3231223413944058
moe_vd_n16_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_vd,16,256,8,4,4,0.001,natural,token,relu,2,single,59792,21500,1.0,0.9702427564604542,0.0891574540327299,0.3297371024159407,298.69886898994446,runs,16,32,0.0,0.0,1.32061896402392,1.3132940868267449
moe_vd_n32_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_vd,32,1024,8,4,4,0.001,natural,token,relu,0,single,119584,-1,1.0,0.6311667971808927,0.10502926998726597,1.5239418406176586,376.0790340900421,runs,16,32,0.0,0.0,1.3185235578308596,1.308444446708538
moe_vd_n32_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_vd,32,1024,8,4,4,0.001,natural,token,relu,1,single,119584,-1,1.0,0.6808927173061864,0.09639503602239353,1.2650875847322827,376.202383518219,runs,16,32,0.0,0.0,1.314917362495301,1.3163418478651703
moe_vd_n32_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_vd,32,1024,8,4,4,0.001,natural,token,relu,2,single,119584,-1,1.0,0.6335160532498042,0.09048613680383474,1.4210697374216914,376.3431484699249,runs,16,32,0.0,0.0,1.3139014979370032,1.31284317694682
moe_vd_n4_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_vd,4,16,8,4,4,0.001,natural,token,relu,0,single,14948,-1,0.8757709251101321,0.7110415035238841,1.0429839027318895,1.401874204678935,213.85468578338623,runs,16,32,0.0,0.0,1.02229766627618,1.0393439416962302
moe_vd_n4_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_vd,4,16,8,4,4,0.001,natural,token,relu,1,single,14948,-1,0.8958394517865883,0.7321848081440877,0.892893798947626,1.2379600626468286,221.0390920639038,runs,16,32,0.0,0.0,1.0857165297809153,1.1067413723789
moe_vd_n4_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_vd,4,16,8,4,4,0.001,natural,token,relu,2,single,14948,-1,0.6777288301517377,0.4718089271730619,1.5606364051792707,2.062600179864918,224.15740418434143,runs,16,32,0.0,0.0,1.0343122348610634,1.0197609912183105
moe_vd_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_vd,64,4096,8,4,4,0.001,natural,token,relu,0,single,239168,-1,0.9913852178169359,0.010571652310101801,0.40558190553490575,7.7703403362372745,580.1880714893341,runs,16,32,0.0,0.0,1.2743154450117893,1.2748465664245405
moe_vd_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_vd,64,4096,8,4,4,0.001,natural,token,relu,1,single,239168,-1,0.9902104747919726,0.009005481597494126,0.4514560245732379,7.809948090005873,581.5879755020142,runs,16,32,0.0,0.0,1.2760134816533837,1.2713084664991947
moe_vd_n64_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_vd,64,4096,8,4,4,0.001,natural,token,relu,2,single,239168,-1,0.9927557513460598,0.01096319498825372,0.3934067093619983,7.792417378377055,579.702428817749,runs,16,32,0.0,0.0,1.2754210580888095,1.2777203874325116
moe_vd_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s0,moe_vd,8,64,8,4,4,0.001,natural,token,relu,0,single,29896,-1,0.9832599118942731,0.851213782302271,0.5911294736409386,0.9626071006876469,225.745680809021,runs,16,32,0.0,0.0,1.2787421132713657,1.2634891800559653
moe_vd_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s1,moe_vd,8,64,8,4,4,0.001,natural,token,relu,1,single,29896,-1,0.9972589329417523,0.922866092404072,0.38180276401125796,0.6686176727223229,227.94477725028992,runs,16,32,0.0,0.0,1.2986553761755368,1.2801215593943125
moe_vd_n8_m8_h4_k4_lam0.001_natural_single_f0.8_wd1_rk1_s2,moe_vd,8,64,8,4,4,0.001,natural,token,relu,2,single,29896,-1,0.9827704356338718,0.8672670321064996,0.5785824021812286,0.9235207028191073,233.68350195884705,runs,16,32,0.0,0.0,1.2675552083421064,1.2541962689488522
